query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,predicted_file_path,scenario_match,variable_match,year_range_match,file_path_match,success,error
5,Show me the near-surface air temperature data relating to the ssp119 CO2 emissions scenario throughout the period 201501-205012.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F5052A50>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F5052A50>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
6,I'd like to view the near-surface air temperature data for the ssp119 CO2 emissions scenario concerning the time range 201501-205012.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC560>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC560>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
7,Kindly show me the near-surface air temperature data for the 201501-205012 period regarding the ssp119 CO2 emissions scenario.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC8C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC8C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
0,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 201501-205012,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AD6D0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AD6D0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
4,I am interested in examining the near-surface air temperature data associated with the ssp119 CO2 emissions scenario from January 2015 to December 2050.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC530>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC530>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
1,I would like to see the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario for the period from January 2015 to December 2050.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AFEF0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AFEF0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
2,Please display the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the timeframe 201501-205012.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AF2F0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AF2F0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
3,Could you provide me with the near-surface air temperature data linked to the ssp119 CO2 emissions scenario for the period spanning 201501 to 205012?,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AFB60>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AFB60>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
8,Share with me the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario for the timeframe 201501-205012.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AD3A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AD3A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
9,I'm seeking the near-surface air temperature data available for the ssp119 CO2 emissions scenario for the period starting from January 2015 to December 2050.,ssp119,tas,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC800>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.128', port=80): Max retries exceeded with url: /api/v1/run/f843aecc-25bd-44d7-be03-10f9b8c68d43?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001E2F50AC800>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
