query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,predicted_file_path,scenario_match,variable_match,year_range_match,file_path_match,success,error
1,Could you present the total soil moisture content data for the ssp126 CO2 emissions scenario occurring between 245101 and 250012?,ssp126,mrso,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
4,I request to see the sea surface temperature data associated with the ssp119 CO2 emissions scenario for the period between 225101 and 230012.,ssp119,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
2,Could you show me all the relevant data concerning soil moisture content within the ssp585 CO2 emissions scenario for the period 235101-240012?,ssp585,mrso,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_235101-240012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
0,Show me sea level pressure data for a ssp585 CO2 emissions scenario for 220101-225012,ssp585,psl,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
3,Show me the data regarding evaporation for the CO2 emissions scenario ssp119 over the time period 245101-250012.,ssp119,evspsbl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
7,Show me precipitation data for a ssp434 CO2 emissions scenario for 201501-205012,ssp434,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
8,Show me sea surface temperature data for a ssp585 CO2 emissions scenario for 220101-225012,ssp585,tos,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
9,Display the precipitation information related to the ssp585 CO2 emissions scenario covering the time period from 230101 to 235012.,ssp585,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_230101-235012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
5,I'd like to view the precipitation data associated with the ssp370 CO2 emissions scenario for the range from 220101 to 225012.,ssp370,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_220101-225012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
6,Could you display the surface downwelling shortwave radiation data regarding the ssp119 CO2 emissions scenario for the range 245101-250012?,ssp119,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc,ERROR: 500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false,,,,False,False,False,False,False,500 Server Error: Internal Server Error for url: https://climate-pal.namastex.ai/api/v1/run/nasa-dataset-selector-02-1-1-1?stream=false
